Name,CR,Type,Size,Image URL
Priest of Osybus (Dread),6,Undead,Medium,https://www.dndbeyond.com/avatars/thumbnails/17747/675/100/100/637568601101732692.jpeg
Priest of Osybus (Ectoplasmic),6,Undead,Medium,https://www.dndbeyond.com/avatars/thumbnails/17747/685/100/100/637568601599118342.jpeg
Priest of Osybus (Vampiric),6,Undead,Medium,https://www.dndbeyond.com/avatars/thumbnails/17747/705/100/100/637568602486301052.jpeg
Zombie Clot,6,Undead,Huge,https://www.dndbeyond.com/avatars/thumbnails/17747/819/100/100/637568606796341261.jpeg
Endelyn Moongrave,6,Fey,Medium,https://www.dndbeyond.com/avatars/thumbnails/20472/401/100/100/637677438813541010.jpeg
Animated Breath (Acid Form),6,Elemental,Large,https://www.dndbeyond.com/avatars/thumbnails/21205/148/100/100/637707682345215702.jpeg
Animated Breath (Cold Form),6,Elemental,Large,https://www.dndbeyond.com/avatars/thumbnails/21205/151/100/100/637707682348803569.jpeg
Animated Breath (Fire Form),6,Elemental,Large,https://www.dndbeyond.com/avatars/thumbnails/21205/154/100/100/637707682353015483.jpeg
Animated Breath (Lightning Form),6,Elemental,Large,https://www.dndbeyond.com/avatars/thumbnails/21205/157/100/100/637707682357695377.jpeg
Animated Breath (Poison Form),6,Elemental,Large,https://www.dndbeyond.com/avatars/thumbnails/21205/160/100/100/637707682362063300.jpeg
Animated Breath,6,Elemental,Large,https://www.dndbeyond.com/avatars/thumbnails/21205/163/100/100/637707682366587189.jpeg
Draconian Mastermind,6,Monstrosity,Medium,https://www.dndbeyond.com/avatars/thumbnails/21205/205/100/100/637707682424462145.jpeg
Dragonborn of Sardior,6,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/21205/230/100/100/637707682456597444.jpeg
Dragonflesh Abomination,6,Monstrosity,Huge,https://www.dndbeyond.com/avatars/thumbnails/21205/236/100/100/637707682465645354.jpeg
Annis Hag,6,Fey,Large,https://www.dndbeyond.com/avatars/thumbnails/25746/130/100/100/637880557121923366.jpeg
Bodak,6,Undead,Medium,https://www.dndbeyond.com/avatars/thumbnails/25746/187/100/100/637880557216911947.jpeg
Conjurer Wizard,6,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/25746/236/100/100/637880557301369782.jpeg
Duergar Warlord,6,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/25746/331/100/100/637880557460244416.jpeg
Gauth,6,Aberration,Medium,https://www.dndbeyond.com/avatars/thumbnails/25746/385/100/100/637880557554072879.jpeg
Mouth of Grolantor,6,Giant,Huge,https://www.dndbeyond.com/avatars/thumbnails/25746/547/100/100/637880557848310087.jpeg
Warlock of the Great Old One,6,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/25746/742/100/100/637880558137894942.jpeg
White Abishai,6,Fiend,Medium,https://www.dndbeyond.com/avatars/thumbnails/25746/752/100/100/637880558152356357.jpeg
Flamewrath,6,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/27350/891/100/100/637937784852742107.jpeg
B’rohg,6,Giant,Huge,https://www.dndbeyond.com/avatars/thumbnails/28079/809/100/100/637961800721061928.jpeg
Giff Shock Trooper,6,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/28079/846/100/100/637961800791416656.jpeg
Psurlon Leader,6,Aberration,Medium,https://www.dndbeyond.com/avatars/thumbnails/28079/911/100/100/637961800911066939.jpeg
White Abishai,6,Fiend,Medium,https://www.dndbeyond.com/avatars/thumbnails/293/708/100/100/636609825702902514.jpeg
Aurak Draconian,6,Monstrosity,Medium,https://www.dndbeyond.com/avatars/thumbnails/30414/509/100/100/638046466532210265.jpeg
Istarian Drone,6,Construct,Medium,https://www.dndbeyond.com/avatars/thumbnails/30414/533/100/100/638046466570643906.jpeg
Foresworn,6,Undead,Medium,https://www.dndbeyond.com/avatars/thumbnails/30551/183/100/100/638052387275420670.jpeg
Dandylion,6,Fey,Large,https://www.dndbeyond.com/avatars/thumbnails/34060/624/100/100/638185703293157927.jpeg
Echo of Demogorgon,6,Fiend,Large,https://www.dndbeyond.com/avatars/thumbnails/35952/656/100/100/638264236343707657.jpeg
Mist Hulk,6,Elemental,Large,https://www.dndbeyond.com/avatars/thumbnails/35952/749/100/100/638264236535507568.jpeg
Otyugh Mutate,6,Aberration,Large,https://www.dndbeyond.com/avatars/thumbnails/36576/628/100/100/638291908611018878.jpeg
Witchstalker,6,Monstrosity,Large,https://www.dndbeyond.com/avatars/thumbnails/36958/389/100/100/638308300255430312.jpeg
Doomguard Rot Blade,6,Humanoid,Medium or Small,https://www.dndbeyond.com/avatars/thumbnails/37204/425/100/100/638318543636804637.jpeg
Eater of Knowledge,6,Aberration,Large,https://www.dndbeyond.com/avatars/thumbnails/37204/429/100/100/638318543643824594.jpeg
Equinal Guardinal,6,Celestial,Large,https://www.dndbeyond.com/avatars/thumbnails/37204/433/100/100/638318543652248513.jpeg
Heralds of Dust Exorcist,6,Humanoid,Medium or Small,https://www.dndbeyond.com/avatars/thumbnails/37491/5/100/100/638330686421758837.jpeg
Black Rose Bearer,6,Undead,Medium,https://www.dndbeyond.com/avatars/thumbnails/41626/352/100/100/638506035138104254.jpeg
Moonlight Guardian,6,Construct,Medium,https://www.dndbeyond.com/avatars/thumbnails/41626/392/100/100/638506035199255723.jpeg
Combat Robot,6,Construct,Medium,https://www.dndbeyond.com/avatars/thumbnails/42855/613/100/100/638560560726850372.jpeg
Nafik,6,Undead,Medium,https://www.dndbeyond.com/avatars/thumbnails/42855/641/100/100/638560560773650237.jpeg
Davil Starsong,6,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/4460/987/100/100/636708514592465654.jpeg
Skeemo Weirdbottle,6,Humanoid,Small,https://www.dndbeyond.com/avatars/thumbnails/4460/992/100/100/636708515087823970.jpeg
Azer Pyromancer,6,Elemental,Medium,https://www.dndbeyond.com/avatars/thumbnails/47138/633/100/100/638741963801477304.jpeg
Chasme,6,Fiend,Large,https://www.dndbeyond.com/avatars/thumbnails/47138/703/100/100/638741963898143749.jpeg
Chimera,6,Monstrosity,Large,https://www.dndbeyond.com/avatars/thumbnails/47138/706/100/100/638741963900967182.jpeg
Cyclops Sentry,6,Giant,Huge,https://www.dndbeyond.com/avatars/thumbnails/47138/735/100/100/638741963941704722.jpeg
Drider,6,Monstrosity,Large,https://www.dndbeyond.com/avatars/thumbnails/47138/773/100/100/638741963991280004.jpeg
Galeb Duhr,6,Elemental,Medium,https://www.dndbeyond.com/avatars/thumbnails/47138/827/100/100/638741964066688852.jpeg
Ghast Gravecaller,6,Undead,Medium,https://www.dndbeyond.com/avatars/thumbnails/47138/835/100/100/638741964078603440.jpeg
Giant Squid,6,Beast,Huge,https://www.dndbeyond.com/avatars/thumbnails/47138/881/100/100/638741964143115295.jpeg
Githzerai Zerth,6,Aberration,Medium,https://www.dndbeyond.com/avatars/thumbnails/47138/905/100/100/638741964175994029.jpeg
Hobgoblin Warlord,6,Fey,Medium,https://www.dndbeyond.com/avatars/thumbnails/47138/982/100/100/638741964283523129.jpeg
Performer Maestro,6,Humanoid,Medium or Small,https://www.dndbeyond.com/avatars/thumbnails/47139/143/100/100/638741964501719932.jpeg
Satyr Revelmaster,6,Fey,Medium,https://www.dndbeyond.com/avatars/thumbnails/47139/221/100/100/638741964609869843.jpeg
Kuo-toa Archpriest,6,Aberration,Medium,https://www.dndbeyond.com/avatars/thumbnails/47139/24/100/100/638741964340135289.jpeg
Vrock,6,Fiend,Large,https://www.dndbeyond.com/avatars/thumbnails/47139/347/100/100/638741964785344780.jpeg
Wyvern,6,Dragon,Large,https://www.dndbeyond.com/avatars/thumbnails/47139/383/100/100/638741964837631614.jpeg
Young Brass Dragon,6,Dragon,Large,https://www.dndbeyond.com/avatars/thumbnails/47139/395/100/100/638741964855787850.jpeg
Young White Dragon,6,Dragon,Large,https://www.dndbeyond.com/avatars/thumbnails/47139/411/100/100/638741964879089116.jpeg
Invisible Stalker,6,Elemental,Large,https://www.dndbeyond.com/avatars/thumbnails/47139/5/100/100/638741964314008236.jpeg
Mammoth,6,Beast,Huge,https://www.dndbeyond.com/avatars/thumbnails/47139/52/100/100/638741964376303354.jpeg
Medusa,6,Monstrosity,Medium,https://www.dndbeyond.com/avatars/thumbnails/47139/64/100/100/638741964395249901.jpeg
Merfolk Wavebender,6,Elemental,Medium,https://www.dndbeyond.com/avatars/thumbnails/47139/68/100/100/638741964400083497.jpeg
Mage,6,Humanoid,Medium or Small,https://www.dndbeyond.com/avatars/thumbnails/47158/555/100/100/638742819087925312.jpeg
Pirate Captain,6,Humanoid,Medium or Small,https://www.dndbeyond.com/avatars/thumbnails/47158/610/100/100/638742822192879011.jpeg
Bloodfray Giant,6,Giant,Huge,https://www.dndbeyond.com/avatars/thumbnails/4719/617/100/100/636755088919835365.jpeg
Orzhov Giant,6,Giant,Large,https://www.dndbeyond.com/avatars/thumbnails/4719/632/100/100/636755090065681742.jpeg
Category 2 Krasis,6,Monstrosity,Large,https://www.dndbeyond.com/avatars/thumbnails/4719/707/100/100/636755095115619640.jpeg
Undercity Medusa,6,Monstrosity,Medium,https://www.dndbeyond.com/avatars/thumbnails/4719/813/100/100/636755105308104765.jpeg
Curate,6,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/51505/698/100/100/638932886795065055.jpeg
Medusa (Stranger Things),6,Monstrosity,Medium,https://www.dndbeyond.com/avatars/thumbnails/51925/803/100/100/638951219386753167.jpeg
Drider (variant),6,Monstrosity,Large,https://www.dndbeyond.com/avatars/thumbnails/5513/867/100/100/636873138750970178.jpeg
Chasme (summoner variant),6,Fiend,Large,https://www.dndbeyond.com/avatars/thumbnails/5736/814/100/100/636898247948912481.jpeg
Vrock (Summoner Variant),6,Fiend,Large,https://www.dndbeyond.com/avatars/thumbnails/5737/373/100/100/636898300447041133.jpeg
Thousand Teeth,6,Monstrosity,Large,https://www.dndbeyond.com/avatars/thumbnails/6049/854/100/100/636935453967659162.jpeg
Gorthok the Thunder Boar,6,Monstrosity,Huge,https://www.dndbeyond.com/avatars/thumbnails/6289/894/100/100/636960494069037895.png
Sir Godfrey Gwilym,6,Undead,Medium,https://www.dndbeyond.com/avatars/thumbnails/6529/137/100/100/636985372022105779.png
Gloine Nathair-Nathair,6,Undead,Medium,https://www.dndbeyond.com/avatars/thumbnails/6529/271/100/100/636985387204398669.png
Pow Ming,6,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/6557/441/100/100/636987972906725188.png
Tomb Guardian,6,Construct,Medium,https://www.dndbeyond.com/avatars/thumbnails/6565/874/100/100/636988760182257352.png
Krull,6,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/6684/627/100/100/637000129224424860.png
Gideon Lightward,6,Undead,Medium,https://www.dndbeyond.com/avatars/thumbnails/6702/840/100/100/637001885540425114.png
Black Gauntlet of Bane,6,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/6757/5/100/100/637006856809011999.png
Dusk Hag,6,Fey,Medium,https://www.dndbeyond.com/avatars/thumbnails/7725/617/100/100/637091620883097915.jpeg
Chasme,6,Fiend,Large,https://www.dndbeyond.com/avatars/thumbnails/8/807/100/100/636319262852394733.jpeg
Galeb Duhr,6,Elemental,Medium,https://www.dndbeyond.com/avatars/thumbnails/8/839/100/100/636319942215740845.jpeg
Kuo-toa Archpriest,6,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/8/926/100/100/636321050027973637.jpeg
Gauth,6,Aberration,Medium,https://www.dndbeyond.com/avatars/thumbnails/9/538/100/100/636328845135617999.jpeg
Bodak,6,Undead,Medium,https://www.dndbeyond.com/avatars/thumbnails/9/591/100/100/636329509314107554.jpeg
Mouth of Grolantor,6,Giant,Huge,https://www.dndbeyond.com/avatars/thumbnails/9/665/100/100/636330329501585209.jpeg
Annis Hag,6,Fey,Large,https://www.dndbeyond.com/avatars/thumbnails/9/696/100/100/636330473467707457.jpeg
Stone Giant,7,Giant,Huge,https://www.dndbeyond.com/avatars/thumbnails/0/108/100/100/636252744518262589.jpeg
Shield Guardian,7,Construct,Large,https://www.dndbeyond.com/avatars/thumbnails/0/144/100/100/636252758362011145.jpeg
Oni,7,Giant,Large,https://www.dndbeyond.com/avatars/thumbnails/0/296/100/100/636252771506744932.jpeg
Young Copper Dragon,7,Dragon,Large,https://www.dndbeyond.com/avatars/thumbnails/0/61/100/100/636252729761179545.jpeg
Young Black Dragon,7,Dragon,Large,https://www.dndbeyond.com/avatars/thumbnails/0/69/100/100/636252732861194228.jpeg
Woe Strider,7,Aberration,Large,https://www.dndbeyond.com/avatars/thumbnails/10836/324/100/100/637266334873772941.jpeg
Theran Chimera,7,Monstrosity,Large,https://www.dndbeyond.com/avatars/thumbnails/10836/448/100/100/637266338605238872.jpeg
Avarice,7,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/12734/838/100/100/637357081584378435.jpeg
Vladimir Horngaard,7,Undead,Medium,https://www.dndbeyond.com/avatars/thumbnails/13140/915/100/100/637375867087807556.jpeg
Tree Blight,7,Plant,Huge,https://www.dndbeyond.com/avatars/thumbnails/13270/406/100/100/637382194423727970.jpeg
Hill Giant Subchief,7,Giant,Huge,https://www.dndbeyond.com/avatars/thumbnails/13442/18/100/100/637390377744144162.jpeg
Rezmir,7,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/15/476/100/100/636373139152972880.jpeg
Bodytaker Plant,7,Plant,Huge,https://www.dndbeyond.com/avatars/thumbnails/17747/416/100/100/637568589322028053.jpeg
Necrichor,7,Undead,Medium,https://www.dndbeyond.com/avatars/thumbnails/17747/620/100/100/637568598367141528.jpeg
Priest of Osybus (Deathly),7,Undead,Medium,https://www.dndbeyond.com/avatars/thumbnails/17747/664/100/100/637568600502620909.jpeg
Priest of Osybus (Spectral),7,Undead,Medium,https://www.dndbeyond.com/avatars/thumbnails/17747/699/100/100/637568602283924675.jpeg
Bavlorna Blightstraw,7,Fey,Medium,https://www.dndbeyond.com/avatars/thumbnails/20472/348/100/100/637677436595791235.jpeg
Dragonborn of Tiamat,7,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/21205/233/100/100/637707682461277211.jpeg
Liondrake,7,Monstrosity,Large,https://www.dndbeyond.com/avatars/thumbnails/21205/283/100/100/637707682532568039.jpeg
Young Topaz Dragon,7,Dragon,Large,https://www.dndbeyond.com/avatars/thumbnails/21205/340/100/100/637707682605574707.jpeg
Air Elemental Myrmidon,7,Elemental,Medium,https://www.dndbeyond.com/avatars/thumbnails/25139/176/100/100/637856386735160934.jpeg
Earth Elemental Myrmidon,7,Elemental,Medium,https://www.dndbeyond.com/avatars/thumbnails/25139/190/100/100/637856387055391070.jpeg
Fire Elemental Myrmidon,7,Elemental,Medium,https://www.dndbeyond.com/avatars/thumbnails/25139/218/100/100/637856387587261175.jpeg
Water Elemental Myrmidon,7,Elemental,Medium,https://www.dndbeyond.com/avatars/thumbnails/25139/243/100/100/637856388117771347.jpeg
Ghald,7,Humanoid,Large,https://www.dndbeyond.com/avatars/thumbnails/25139/685/100/100/637856399872697699.jpeg
Aerisi Kalinoth,7,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/25141/270/100/100/637856447617048787.jpeg
Yggdrasti,7,Plant,Gargantuan,https://www.dndbeyond.com/avatars/thumbnails/25265/554/100/100/637861450516169668.jpeg
Korred,7,Fey,Small,https://www.dndbeyond.com/avatars/thumbnails/25710/615/100/100/637879034523601604.jpeg
Air Elemental Myrmidon,7,Elemental,Medium,https://www.dndbeyond.com/avatars/thumbnails/25746/108/100/100/637880557087210016.jpeg
Armanite,7,Fiend,Large,https://www.dndbeyond.com/avatars/thumbnails/25746/142/100/100/637880557139834862.jpeg
Bheur Hag,7,Fey,Medium,https://www.dndbeyond.com/avatars/thumbnails/25746/175/100/100/637880557196890108.jpeg
Black Abishai,7,Fiend,Medium,https://www.dndbeyond.com/avatars/thumbnails/25746/178/100/100/637880557201210598.jpeg
Dhergoloth,7,Fiend,Medium,https://www.dndbeyond.com/avatars/thumbnails/25746/274/100/100/637880557364455462.jpeg
Draegloth,7,Fiend,Large,https://www.dndbeyond.com/avatars/thumbnails/25746/288/100/100/637880557386947593.jpeg
Earth Elemental Myrmidon,7,Elemental,Medium,https://www.dndbeyond.com/avatars/thumbnails/25746/340/100/100/637880557477595982.jpeg
Fire Elemental Myrmidon,7,Elemental,Medium,https://www.dndbeyond.com/avatars/thumbnails/25746/358/100/100/637880557507248680.jpeg
Lost Sorrowsworn,7,Monstrosity,Medium,https://www.dndbeyond.com/avatars/thumbnails/25746/499/100/100/637880557780013844.jpeg
Maurezhi,7,Fiend,Medium,https://www.dndbeyond.com/avatars/thumbnails/25746/512/100/100/637880557797905400.jpeg
Shadar-kai Shadow Dancer,7,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/25746/627/100/100/637880557967060946.jpeg
Venom Troll,7,Giant,Large,https://www.dndbeyond.com/avatars/thumbnails/25746/737/100/100/637880558131014370.jpeg
Water Elemental Myrmidon,7,Elemental,Medium,https://www.dndbeyond.com/avatars/thumbnails/25746/749/100/100/637880558148065872.jpeg
Dhergoloth,7,Fiend,Medium,https://www.dndbeyond.com/avatars/thumbnails/264/717/100/100/636595901666590251.jpeg
Armanite,7,Fiend,Large,https://www.dndbeyond.com/avatars/thumbnails/266/329/100/100/636596677807072895.jpeg
Maurezhi,7,Fiend,Medium,https://www.dndbeyond.com/avatars/thumbnails/266/548/100/100/636596757956788289.jpeg
The Lost,7,Monstrosity,Medium,https://www.dndbeyond.com/avatars/thumbnails/271/451/100/100/636598975523541407.jpeg
Shadow Dancer,7,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/272/69/100/100/636599345685891931.jpeg
Haint,7,Undead,Medium,https://www.dndbeyond.com/avatars/thumbnails/27340/626/100/100/637937472206507752.jpeg
Astral Elf Commander,7,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/28079/791/100/100/637961800682374447.jpeg
Githyanki Star Seer,7,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/28079/855/100/100/637961800808108433.jpeg
Kindori,7,Celestial,Gargantuan,https://www.dndbeyond.com/avatars/thumbnails/28079/880/100/100/637961800853972114.jpeg
Thri-kreen Gladiator,7,Monstrosity,Medium,https://www.dndbeyond.com/avatars/thumbnails/28079/950/100/100/637961800987037895.jpeg
Black Abishai,7,Fiend,Medium,https://www.dndbeyond.com/avatars/thumbnails/293/706/100/100/636609825477174907.jpeg
Artus Cimber,7,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/30/742/100/100/636395097479420296.jpeg
Ras Nsi,7,Monstrosity,Medium,https://www.dndbeyond.com/avatars/thumbnails/30/764/100/100/636395100349205053.jpeg
Xandala,7,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/30/793/100/100/636395116205515805.jpeg
Skeletal Knight,7,Undead,Medium,https://www.dndbeyond.com/avatars/thumbnails/30414/567/100/100/638046466624888637.jpeg
Dream Eater,7,Aberration,Medium,https://www.dndbeyond.com/avatars/thumbnails/30551/162/100/100/638052386197040229.jpeg
Sythian Skalderang,7,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/32093/626/100/100/638113141148823748.jpeg
Tixie Tockworth,7,Humanoid,Small,https://www.dndbeyond.com/avatars/thumbnails/32093/629/100/100/638113141154694205.jpeg
Venom Troll,7,Giant,Large,https://www.dndbeyond.com/avatars/thumbnails/322/306/100/100/636623499786804604.jpeg
Sheldon the Blueberry Dragon,7,Dragon,Large,https://www.dndbeyond.com/avatars/thumbnails/34060/636/100/100/638185703315810267.jpeg
Barrowghast,7,Undead,Huge,https://www.dndbeyond.com/avatars/thumbnails/35952/629/100/100/638264236290152171.jpeg
Cinder Hulk,7,Elemental,Large,https://www.dndbeyond.com/avatars/thumbnails/35952/638/100/100/638264236307194151.jpeg
Troll Mutate,7,Giant,Large,https://www.dndbeyond.com/avatars/thumbnails/35952/819/100/100/638264236678912734.jpeg
Flesh Meld,7,Aberration,Huge,https://www.dndbeyond.com/avatars/thumbnails/36576/571/100/100/638291908506967688.jpeg
Psionic Ashenwight,7,Undead,Medium,https://www.dndbeyond.com/avatars/thumbnails/36576/632/100/100/638291908619910809.jpeg
